iso,dvr_4wk_td_per,dvr_4wk_td,date
CHE,0.11,9275.0,2021-12-27
CHE,0.1,8307.0,2022-01-03
CHE,0.1,8451.0,2022-01-10
CHE,0.1,8403.0,2022-01-17
CHE,0.1,8755.0,2022-01-24
CHE,0.1,8553.0,2022-01-31
CHE,0.08,6924.0,2022-02-07
CHE,0.06,5130.0,2022-02-14
CHE,0.04,3539.0,2022-02-21
CHE,0.03,2627.0,2022-02-28
CHE,0.02,1874.0,2022-03-07
CHE,0.02,1489.0,2022-03-14
CHE,0.01,984.0,2022-03-21
CHE,0.22,19260.0,2022-04-03
CHE,0.44,37750.0,2022-04-10
CHE,0.65,56321.0,2022-04-17
CHE,0.87,74892.0,2022-04-24
CHE,0.87,74892.0,2022-04-25
CHE,0.87,74892.0,2022-05-02
CHE,0.87,74892.0,2022-05-09
CHE,0.84,72280.0,2022-05-16
CHE,0.62,53975.0,2022-05-23
CHE,0.41,35542.0,2022-05-30
CHE,0.2,17114.0,2022-06-06
CHE,0.02,1332.0,2022-06-13
CHE,0.02,1306.0,2022-06-23
CHE,0.02,1381.0,2022-06-27
CHE,0.03,2211.0,2022-07-10
CHE,0.03,2309.0,2022-07-11
CHE,0.04,3074.0,2022-07-19
CHE,0.05,3970.0,2022-07-29
CHE,0.05,4121.0,2022-08-01
CHE,0.04,3882.0,2022-08-08
CHE,0.04,3643.0,2022-08-15
CHE,0.04,3349.0,2022-08-22
CHE,0.03,2769.0,2022-08-29
CHE,0.03,2450.0,2022-09-05
CHE,0.02,2048.0,2022-09-12
CHE,0.02,1671.0,2022-09-19
CHE,0.02,1441.0,2022-09-26
CHE,0.01,1224.0,2022-10-03
CHE,0.06,5031.0,2022-10-16
CHE,0.1,8507.0,2022-10-22
CHE,0.15,12560.0,2022-10-30
CHE,0.19,16033.0,2022-11-06
CHE,0.18,15950.0,2022-11-07
CHE,0.18,15197.0,2022-11-14
CHE,0.16,13510.0,2022-11-21
CHE,0.14,12186.0,2022-11-28
CHE,0.12,10052.0,2022-12-05
CHE,0.09,7954.0,2022-12-12
CHE,0.07,6075.0,2022-12-19
CHE,0.05,4331.0,2022-12-26
CHE,0.04,3397.0,2023-01-02
CHE,0.03,2561.0,2023-01-09
CHE,0.03,2313.0,2023-01-16
CHE,0.02,2037.0,2023-01-23
CHE,0.02,1593.0,2023-01-30
CHE,0.01,1166.0,2023-02-06
CHE,0.01,850.0,2023-02-13
CHE,0.01,562.0,2023-02-20
CHE,0.01,443.0,2023-02-27
CHL,0.01,1806.0,2021-01-01
CHL,0.01,1839.0,2021-01-04
CHL,0.01,1881.0,2021-01-11
CHL,0.01,1970.0,2021-01-18
CHL,0.03,5563.0,2021-01-31
CHL,0.15,27853.0,2021-02-07
CHL,0.37,69920.0,2021-02-14
CHL,0.54,102447.0,2021-02-21
CHL,0.63,121126.0,2021-02-28
CHL,0.74,142264.0,2021-03-07
CHL,0.88,168724.0,2021-03-14
CHL,1.05,201352.0,2021-03-21
CHL,1.16,220842.0,2021-03-28
CHL,1.18,224796.0,2021-03-31
CHL,1.09,209282.0,2021-04-05
CHL,0.92,176101.0,2021-04-12
CHL,0.83,157729.0,2021-04-19
CHL,0.78,149121.0,2021-04-26
CHL,0.75,143313.0,2021-05-03
CHL,0.71,134920.0,2021-05-10
CHL,0.64,123280.0,2021-05-17
CHL,0.65,124813.0,2021-05-30
CHL,0.7,133626.0,2021-06-04
CHL,0.71,134793.0,2021-06-11
CHL,0.72,136769.0,2021-06-20
CHL,0.74,141016.0,2021-06-25
CHL,0.72,138359.0,2021-06-28
CHL,0.68,129563.0,2021-07-05
CHL,0.62,118547.0,2021-07-12
CHL,0.53,101795.0,2021-07-19
CHL,0.41,77486.0,2021-07-26
CHL,0.35,66085.0,2021-08-04
CHL,0.33,62825.0,2021-08-15
CHL,0.4,76157.0,2021-08-21
CHL,0.44,83975.0,2021-08-29
CHL,0.51,98112.0,2021-09-05
CHL,0.61,116759.0,2021-09-12
CHL,0.79,150922.0,2021-09-19
CHL,0.81,154711.0,2021-09-23
CHL,0.82,155892.0,2021-10-03
CHL,0.87,165415.0,2021-10-08
CHL,0.76,144562.0,2021-10-11
CHL,0.68,129452.0,2021-10-22
CHL,0.69,132334.0,2021-10-31
CHL,0.81,154631.0,2021-11-07
CHL,0.88,167745.0,2021-11-12
CHL,0.9,171347.0,2021-11-21
CHL,0.96,182566.0,2021-11-26
CHL,0.82,155818.0,2021-11-29
CHL,0.69,131473.0,2021-12-06
CHL,0.61,116256.0,2021-12-13
CHL,0.54,102354.0,2021-12-20
CHL,0.55,104636.0,2021-12-27
CHL,0.53,100538.0,2022-01-03
CHL,0.52,98781.0,2022-01-10
CHL,0.52,99502.0,2022-01-17
CHL,0.48,92201.0,2022-01-24
CHL,0.42,80895.0,2022-01-31
CHL,0.37,70665.0,2022-02-07
CHL,0.31,59116.0,2022-02-14
CHL,0.36,68949.0,2022-02-27
CHL,0.41,77634.0,2022-03-04
CHL,0.42,80268.0,2022-03-13
CHL,0.45,85598.0,2022-03-18
CHL,0.41,78693.0,2022-03-21
CHL,0.34,65220.0,2022-03-28
CHL,0.3,57845.0,2022-04-04
CHL,0.28,54174.0,2022-04-11
CHL,0.28,53171.0,2022-04-24
CHL,0.35,66506.0,2022-04-29
CHL,0.38,73372.0,2022-05-08
CHL,0.48,91647.0,2022-05-15
CHL,0.6,114378.0,2022-05-22
CHL,0.66,125437.0,2022-05-29
CHL,0.73,139286.0,2022-06-03
CHL,0.73,139027.0,2022-06-06
CHL,0.71,135390.0,2022-06-13
CHL,0.63,120317.0,2022-06-20
CHL,0.5,96108.0,2022-06-27
CHL,0.42,80115.0,2022-07-04
CHL,0.37,70802.0,2022-07-11
CHL,0.33,62803.0,2022-07-18
CHL,0.32,61680.0,2022-07-25
CHL,0.29,55412.0,2022-08-01
CHL,0.24,46138.0,2022-08-08
CHL,0.2,38149.0,2022-08-15
CHL,0.16,30574.0,2022-08-22
CHL,0.15,29489.0,2022-08-29
CHL,0.14,26534.0,2022-09-05
CHL,0.13,24167.0,2022-09-12
CHL,0.12,22701.0,2022-09-19
CHL,0.09,17681.0,2022-09-26
CHL,0.07,13356.0,2022-10-03
CHL,0.05,9466.0,2022-10-10
CHL,0.03,6557.0,2022-10-17
CHL,0.03,4959.0,2022-10-24
CHL,0.02,4045.0,2022-10-31
CHL,0.02,3230.0,2022-11-07
CHL,0.02,2882.0,2022-11-15
CHL,0.06,11745.0,2022-11-27
CHL,0.18,33982.0,2022-12-02
CHL,0.2,37448.0,2022-12-11
CHL,0.2,37730.0,2022-12-12
CHL,0.21,39304.0,2022-12-19
CHL,0.14,27177.0,2022-12-26
CHL,0.05,9612.0,2023-01-02
CHL,0.08,14454.0,2023-01-14
CHL,0.11,20340.0,2023-01-22
CHL,0.12,22142.0,2023-01-27
CHL,0.13,24165.0,2023-01-31
CHL,0.12,23641.0,2023-02-06
CHL,0.1,18703.0,2023-02-13
CHL,0.08,14936.0,2023-02-20
CHL,0.07,13044.0,2023-02-27
CHL,0.06,11963.0,2023-03-06
CHL,0.06,12136.0,2023-03-13
CHL,0.06,11202.0,2023-03-20
CHL,0.07,12447.0,2023-03-29
CHL,0.07,12561.0,2023-04-03
CHL,0.09,16855.0,2023-04-14
CHL,0.11,20587.0,2023-04-20
CHL,0.1,19757.0,2023-04-24
CHL,0.1,18451.0,2023-05-01
CHL,0.09,17397.0,2023-05-08
CHL,0.08,14862.0,2023-05-15
CHL,0.08,15002.0,2023-05-22
CHL,0.09,16413.0,2023-05-30
CHN,0.03,437230.0,2021-01-01
CHN,0.05,663237.0,2021-01-10
CHN,0.05,688349.0,2021-01-11
CHN,0.05,713461.0,2021-01-18
CHN,0.05,713461.0,2021-01-25
CHN,0.05,713461.0,2021-02-01
CHN,0.05,713461.0,2021-02-08
CHN,0.05,713461.0,2021-02-15
CHN,0.05,713461.0,2021-02-22
CHN,0.05,713461.0,2021-03-01
CHN,0.05,713461.0,2021-03-08
CHN,0.07,1015653.0,2021-03-21
CHN,0.12,1704340.0,2021-03-28
CHN,0.19,2867428.0,2021-04-04
CHN,0.25,3606440.0,2021-04-10
CHN,0.28,4076926.0,2021-04-17
CHN,0.3,4419176.0,2021-04-25
CHN,0.33,4793056.0,2021-05-02
CHN,0.41,6098390.0,2021-05-09
CHN,0.54,7968274.0,2021-05-16
CHN,0.71,10433858.0,2021-05-23
CHN,0.87,12843785.0,2021-05-30
CHN,1.07,15751542.0,2021-06-06
CHN,1.16,17039373.0,2021-06-12
CHN,1.23,18032907.0,2021-06-19
CHN,1.24,18182231.0,2021-06-23
CHN,1.23,18152234.0,2021-06-28
CHN,1.19,17440362.0,2021-07-07
CHN,1.18,17434180.0,2021-07-12
CHN,1.1,16257269.0,2021-07-19
CHN,1.0,14774914.0,2021-07-26
CHN,0.99,14598340.0,2021-08-02
CHN,0.97,14226112.0,2021-08-09
CHN,0.97,14252333.0,2021-08-21
CHN,0.96,14078426.0,2021-08-23
CHN,0.89,13149331.0,2021-08-30
CHN,0.77,11365825.0,2021-09-06
CHN,0.67,9805652.0,2021-09-13
CHN,0.53,7799865.0,2021-09-20
CHN,0.37,5374081.0,2021-09-27
CHN,0.26,3759658.0,2021-10-04
CHN,0.18,2636707.0,2021-10-11
CHN,0.13,1972407.0,2021-10-18
CHN,0.12,1781845.0,2021-10-25
CHN,0.23,3329049.0,2021-11-05
CHN,0.3,4362073.0,2021-11-14
CHN,0.46,6748838.0,2021-11-21
CHN,0.55,8150950.0,2021-11-28
CHN,0.58,8600817.0,2021-12-05
CHN,0.7,10309284.0,2021-12-10
CHN,0.66,9744880.0,2021-12-13
CHN,0.68,10000946.0,2021-12-26
CHN,0.71,10396277.0,2021-12-30
CHN,0.7,10304253.0,2022-01-03
CHN,0.64,9471048.0,2022-01-10
CHN,0.6,8766612.0,2022-01-17
CHN,0.47,6931313.0,2022-01-24
CHN,0.35,5160088.0,2022-01-31
CHN,0.27,3956005.0,2022-02-07
CHN,0.29,4214654.0,2022-02-19
CHN,0.31,4540346.0,2022-02-27
CHN,0.38,5523757.0,2022-03-05
CHN,0.37,5480632.0,2022-03-07
CHN,0.36,5330767.0,2022-03-14
CHN,0.34,5033270.0,2022-03-21
CHN,0.31,4604472.0,2022-03-28
CHN,0.25,3649791.0,2022-04-04
CHN,0.2,2874494.0,2022-04-14
CHN,0.21,3053082.0,2022-04-18
CHN,0.2,2895055.0,2022-04-29
CHN,0.2,2893849.0,2022-05-02
CHN,0.19,2812055.0,2022-05-09
CHN,0.12,1789190.0,2022-05-16
CHN,0.1,1419298.0,2022-05-23
CHN,0.08,1187721.0,2022-05-30
CHN,0.08,1105836.0,2022-06-07
CHN,0.07,987939.0,2022-06-13
CHN,0.06,863755.0,2022-06-20
CHN,0.06,814913.0,2022-06-28
CHN,0.05,776532.0,2022-07-04
CHN,0.05,680638.0,2022-07-11
CHN,0.04,661244.0,2022-07-18
CHN,0.05,671608.0,2022-07-26
CHN,0.05,692740.0,2022-08-01
CHN,0.04,566638.0,2022-08-08
CHN,0.04,531772.0,2022-08-15
CHN,0.03,458880.0,2022-08-22
CHN,0.02,323346.0,2022-08-29
CHN,0.02,319924.0,2022-09-05
CHN,0.02,252047.0,2022-09-12
CHN,0.01,206601.0,2022-09-19
CHN,0.01,168590.0,2022-09-26
CHN,0.01,173396.0,2022-10-03
CHN,0.01,113461.0,2022-10-10
CHN,0.01,73823.0,2022-10-17
CHN,0.01,97032.0,2022-11-06
CHN,0.01,138861.0,2022-11-07
CHN,0.01,173017.0,2022-11-14
CHN,0.02,224280.0,2022-11-25
CHN,0.02,237110.0,2022-11-28
CHN,0.02,225627.0,2022-12-06
CHN,0.02,294585.0,2022-12-12
CHN,0.03,375036.0,2022-12-19
CHN,0.03,459706.0,2022-12-26
CHN,0.03,471802.0,2023-01-02
CHN,0.03,471802.0,2023-01-09
CHN,0.03,471802.0,2023-01-16
CHN,0.03,471802.0,2023-01-23
CHN,0.03,471802.0,2023-01-30
CHN,0.03,471802.0,2023-02-06
CHN,0.03,471802.0,2023-02-13
CHN,0.03,471802.0,2023-02-20
CHN,0.03,471802.0,2023-02-27
CHN,0.03,471802.0,2023-03-06
CHN,0.03,471802.0,2023-03-13
CHN,0.03,410042.0,2023-03-20
CIV,0.01,1417.0,2021-03-26
CIV,0.01,1449.0,2021-03-29
CIV,0.01,1592.0,2021-04-05
CIV,0.01,1893.0,2021-04-12
CIV,0.01,2560.0,2021-04-19
CIV,0.01,2773.0,2021-04-26
CIV,0.02,4108.0,2021-05-06
CIV,0.03,7138.0,2021-05-12
CIV,0.05,12425.0,2021-05-23
CIV,0.05,13137.0,2021-05-24
CIV,0.05,13860.0,2021-05-31
CIV,0.05,13151.0,2021-06-07
CIV,0.05,13233.0,2021-06-14
CIV,0.03,8426.0,2021-06-21
CIV,0.03,6725.0,2021-06-28
CIV,0.03,7312.0,2021-07-05
CIV,0.02,4951.0,2021-07-12
CIV,0.03,6607.0,2021-07-25
CIV,0.03,7073.0,2021-07-26
CIV,0.04,9249.0,2021-08-07
CIV,0.04,10785.0,2021-08-09
CIV,0.04,9848.0,2021-08-18
CIV,0.05,12118.0,2021-08-25
CIV,0.05,13261.0,2021-08-30
CIV,0.06,15190.0,2021-09-12
CIV,0.07,17749.0,2021-09-18
CIV,0.09,22462.0,2021-09-26
CIV,0.11,28112.0,2021-10-02
CIV,0.14,37369.0,2021-10-06
CIV,0.14,36071.0,2021-10-12
CIV,0.15,38388.0,2021-10-18
CIV,0.15,38590.0,2021-10-25
CIV,0.13,34800.0,2021-11-01
CIV,0.14,36376.0,2021-11-14
CIV,0.14,36425.0,2021-11-15
CIV,0.15,38387.0,2021-11-25
CIV,0.15,38776.0,2021-11-29
CIV,0.14,37878.0,2021-12-06
CIV,0.21,56313.0,2021-12-19
CIV,0.3,78110.0,2021-12-26
CIV,0.36,94307.0,2021-12-31
CIV,0.35,93441.0,2022-01-03
CIV,0.33,86469.0,2022-01-10
CIV,0.23,60471.0,2022-01-17
CIV,0.13,33069.0,2022-01-24
CIV,0.12,31253.0,2022-02-05
CIV,0.18,47392.0,2022-02-13
CIV,0.27,72013.0,2022-02-20
CIV,0.28,72711.0,2022-02-21
CIV,0.27,69965.0,2022-02-28
CIV,0.24,62507.0,2022-03-07
CIV,0.17,44717.0,2022-03-14
CIV,0.09,24182.0,2022-03-21
CIV,0.15,39347.0,2022-04-03
CIV,0.23,61618.0,2022-04-10
CIV,0.23,61901.0,2022-04-11
CIV,0.23,61229.0,2022-04-18
CIV,0.2,53928.0,2022-04-25
CIV,0.11,29070.0,2022-05-02
CIV,0.07,17850.0,2022-05-09
CIV,0.05,14491.0,2022-05-16
CIV,0.1,25690.0,2022-05-28
CIV,0.1,25486.0,2022-05-30
CIV,0.05,13065.0,2022-06-06
CIV,0.05,13065.0,2022-06-13
CIV,0.04,11199.0,2022-06-20
CIV,0.23,60427.0,2022-07-03
CIV,0.31,81673.0,2022-07-10
CIV,0.39,102919.0,2022-07-17
CIV,0.47,124165.0,2022-07-24
CIV,0.45,118568.0,2022-07-25
CIV,0.32,84939.0,2022-08-01
CIV,0.32,83224.0,2022-08-08
CIV,0.28,73126.0,2022-08-15
CIV,0.24,62121.0,2022-08-22
CIV,0.17,45720.0,2022-08-29
CIV,0.12,30924.0,2022-09-05
CIV,0.09,24124.0,2022-09-12
CIV,0.11,28071.0,2022-09-25
CIV,0.14,36450.0,2022-10-01
CIV,0.18,46613.0,2022-10-08
CIV,0.22,56841.0,2022-10-15
CIV,0.22,58302.0,2022-10-17
CIV,0.22,57632.0,2022-10-24
CIV,0.2,52944.0,2022-10-31
CIV,0.18,48255.0,2022-11-07
CIV,0.17,43567.0,2022-11-14
CIV,0.18,46838.0,2022-11-26
CIV,0.21,54128.0,2022-12-02
CIV,0.25,65063.0,2022-12-11
CIV,0.28,73568.0,2022-12-18
CIV,0.27,71607.0,2022-12-19
CIV,0.22,57875.0,2022-12-26
CIV,0.17,44143.0,2023-01-02
CIV,0.12,30412.0,2023-01-09
CIV,0.07,18686.0,2023-01-16
CIV,0.08,20196.0,2023-01-25
CIV,0.09,22685.0,2023-01-31
CIV,0.1,25173.0,2023-02-06
CIV,0.11,28032.0,2023-02-13
CMR,0.01,1346.0,2021-05-06
CMR,0.01,1416.0,2021-05-10
CMR,0.01,1570.0,2021-05-17
CMR,0.01,1797.0,2021-05-24
CMR,0.01,1676.0,2021-05-31
CMR,0.01,1422.0,2021-06-07
CMR,0.01,1514.0,2021-06-14
CMR,0.01,1483.0,2021-06-21
CMR,0.01,1341.0,2021-07-06
CMR,0.03,6844.0,2021-07-18
CMR,0.03,7691.0,2021-07-19
CMR,0.03,7913.0,2021-07-26
CMR,0.03,8474.0,2021-08-02
CMR,0.03,7299.0,2021-08-09
CMR,0.01,2905.0,2021-08-16
CMR,0.01,3081.0,2021-08-23
CMR,0.01,2881.0,2021-08-30
CMR,0.01,2407.0,2021-09-06
CMR,0.01,1772.0,2021-09-13
CMR,0.01,1373.0,2021-09-20
CMR,0.01,1392.0,2021-09-29
CMR,0.01,1353.0,2021-10-06
CMR,0.01,1329.0,2021-10-23
CMR,0.01,1404.0,2021-10-25
CMR,0.01,1730.0,2021-11-13
CMR,0.04,10626.0,2021-11-21
CMR,0.06,15010.0,2021-11-24
CMR,0.06,16054.0,2021-11-29
CMR,0.06,16547.0,2021-12-06
CMR,0.06,15029.0,2021-12-13
CMR,0.02,4519.0,2021-12-20
CMR,0.01,2229.0,2021-12-27
CMR,0.01,1779.0,2022-01-03
CMR,0.01,1421.0,2022-01-10
CMR,0.01,1359.0,2022-01-17
CMR,0.02,4963.0,2022-02-19
CMR,0.03,7445.0,2022-02-21
CMR,0.03,8840.0,2022-02-28
CMR,0.05,12283.0,2022-03-13
CMR,0.05,13133.0,2022-03-14
CMR,0.05,12348.0,2022-03-24
CMR,0.07,17550.0,2022-04-01
CMR,0.07,19545.0,2022-04-04
CMR,0.06,15308.0,2022-04-11
CMR,0.04,9374.0,2022-04-18
CMR,0.02,4842.0,2022-04-25
CMR,0.22,58530.0,2022-11-27
CMR,0.27,70443.0,2022-12-03
CMR,0.27,72405.0,2022-12-05
CMR,0.28,73022.0,2022-12-15
CMR,0.25,65318.0,2022-12-19
CMR,0.05,14127.0,2022-12-26
CMR,0.03,6723.0,2023-01-06
CMR,0.03,7779.0,2023-01-09
CMR,0.03,9035.0,2023-01-16
CMR,0.03,8544.0,2023-01-23
CMR,0.02,5675.0,2023-01-30
CMR,0.01,2827.0,2023-02-06
CMR,0.01,1749.0,2023-03-15
CMR,0.02,4350.0,2023-03-21
CMR,0.04,9727.0,2023-04-02
CMR,0.05,12217.0,2023-04-08
CMR,0.05,12599.0,2023-04-10
CMR,0.05,11976.0,2023-04-17
CMR,0.03,8987.0,2023-04-24
CMR,0.02,6030.0,2023-05-01
CMR,0.01,3288.0,2023-05-08
CMR,0.01,1329.0,2023-05-30
CMR,0.01,1422.0,2023-06-05
COD,0.01,4896.0,2021-12-29
COD,0.01,4735.0,2022-01-23
COD,0.01,5006.0,2022-01-24
COD,0.01,5024.0,2022-01-31
COD,0.01,5294.0,2022-02-07
COD,0.01,9907.0,2022-02-14
COD,0.01,12557.0,2022-02-21
COD,0.01,13269.0,2022-02-28
COD,0.01,12106.0,2022-03-07
COD,0.01,6937.0,2022-03-14
COD,0.01,4718.0,2022-04-18
COD,0.01,9620.0,2022-04-25
COD,0.03,23456.0,2022-05-08
COD,0.04,32867.0,2022-05-13
COD,0.05,40649.0,2022-05-18
COD,0.06,49683.0,2022-05-25
COD,0.06,53827.0,2022-05-30
COD,0.05,48694.0,2022-06-06
COD,0.05,44305.0,2022-06-13
COD,0.04,37457.0,2022-06-20
COD,0.03,28671.0,2022-06-27
COD,0.02,19594.0,2022-07-04
COD,0.02,15451.0,2022-07-11
COD,0.02,13983.0,2022-07-23
COD,0.02,15892.0,2022-07-25
COD,0.02,20493.0,2022-08-01
COD,0.02,14277.0,2022-08-08
COD,0.02,16711.0,2022-08-15
COD,0.02,13616.0,2022-08-23
COD,0.03,22752.0,2022-09-04
COD,0.03,23516.0,2022-09-05
COD,0.04,31584.0,2022-09-14
COD,0.04,34998.0,2022-09-19
COD,0.05,40808.0,2022-10-01
COD,0.05,41962.0,2022-10-03
COD,0.04,34901.0,2022-10-10
COD,0.03,30086.0,2022-10-17
COD,0.03,28627.0,2022-10-24
COD,0.05,42229.0,2022-11-05
COD,0.07,60012.0,2022-11-13
COD,0.09,77604.0,2022-11-20
COD,0.09,77604.0,2022-11-21
COD,0.09,77604.0,2022-11-28
COD,0.09,77604.0,2022-12-05
COD,0.09,76241.0,2022-12-12
COD,0.07,66706.0,2022-12-19
COD,0.06,57170.0,2022-12-26
COD,0.05,47634.0,2023-01-02
COD,0.04,39460.0,2023-01-09
COD,0.04,39460.0,2023-01-16
COD,0.04,39460.0,2023-01-23
COD,0.04,39460.0,2023-01-30
COD,0.04,39460.0,2023-02-06
COD,0.05,40562.0,2023-02-15
COD,0.05,42397.0,2023-02-20
COD,0.05,44967.0,2023-02-27
COD,0.06,49413.0,2023-03-12
COD,0.06,49366.0,2023-03-13
COD,0.07,59668.0,2023-03-25
COD,0.08,68276.0,2023-03-30
COD,0.08,73781.0,2023-04-03
COD,0.09,76389.0,2023-04-10
COD,0.09,76842.0,2023-04-17
COD,0.07,64412.0,2023-04-24
COD,0.06,53683.0,2023-05-01
COD,0.06,51266.0,2023-05-08
COD,0.05,49193.0,2023-05-15
COD,0.05,49193.0,2023-05-22
COD,0.05,49193.0,2023-05-29
COG,0.01,316.0,2021-04-08
COG,0.01,470.0,2021-04-12
COG,0.01,606.0,2021-04-19
COG,0.02,869.0,2021-04-28
COG,0.02,990.0,2021-05-03
COG,0.02,909.0,2021-05-10
COG,0.01,760.0,2021-05-17
COG,0.01,543.0,2021-05-24
COG,0.01,304.0,2021-05-31
COG,0.01,642.0,2021-06-07
COG,0.02,856.0,2021-06-15
COG,0.03,1389.0,2021-06-27
COG,0.03,1434.0,2021-06-28
COG,0.02,1342.0,2021-07-05
COG,0.03,1411.0,2021-07-16
COG,0.03,1684.0,2021-07-19
COG,0.03,1706.0,2021-07-26
COG,0.04,1978.0,2021-08-06
COG,0.04,2166.0,2021-08-09
COG,0.02,1265.0,2021-08-16
COG,0.03,1487.0,2021-08-27
COG,0.03,1385.0,2021-08-30
COG,0.02,1162.0,2021-09-06
COG,0.04,1978.0,2021-09-19
COG,0.04,2064.0,2021-09-20
COG,0.04,2106.0,2021-09-30
COG,0.05,2561.0,2021-10-04
COG,0.05,2834.0,2021-10-11
COG,0.04,2164.0,2021-10-18
COG,0.03,1470.0,2021-10-25
COG,0.19,10293.0,2021-11-06
COG,0.2,10880.0,2021-11-09
COG,0.24,13048.0,2021-11-21
COG,0.25,13532.0,2021-11-25
COG,0.26,14117.0,2021-11-30
COG,0.09,4831.0,2021-12-12
COG,0.09,4997.0,2021-12-13
COG,0.07,3696.0,2021-12-20
COG,0.06,3464.0,2021-12-27
COG,0.05,2598.0,2022-01-03
COG,0.03,1716.0,2022-01-10
COG,0.02,1176.0,2022-01-17
COG,0.02,1129.0,2022-01-24
COG,0.02,1122.0,2022-01-31
COG,0.02,1122.0,2022-02-07
COG,0.02,1122.0,2022-02-14
COG,0.02,893.0,2022-02-21
COG,0.01,664.0,2022-02-28
COG,0.01,436.0,2022-03-07
COG,0.01,280.0,2022-04-06
COG,0.01,338.0,2022-04-11
COG,0.01,415.0,2022-04-18
COG,0.01,327.0,2022-04-25
COL,0.01,2612.0,2021-02-19
COL,0.02,7837.0,2021-02-27
COL,0.03,13644.0,2021-03-06
COL,0.05,25034.0,2021-03-14
COL,0.08,38201.0,2021-03-19
COL,0.11,54214.0,2021-03-27
COL,0.15,75289.0,2021-04-02
COL,0.16,79870.0,2021-04-06
COL,0.15,76861.0,2021-04-12
COL,0.13,64856.0,2021-04-19
COL,0.19,95578.0,2021-05-02
COL,0.23,118311.0,2021-05-09
COL,0.29,147954.0,2021-05-16
COL,0.34,172996.0,2021-05-21
COL,0.33,168180.0,2021-05-24
COL,0.35,179503.0,2021-06-06
COL,0.39,196224.0,2021-06-10
COL,0.4,203142.0,2021-06-20
COL,0.5,253364.0,2021-06-26
COL,0.54,272412.0,2021-07-04
COL,0.58,297103.0,2021-07-11
COL,0.69,349131.0,2021-07-16
COL,0.64,324553.0,2021-07-19
COL,0.6,304101.0,2021-08-01
COL,0.65,329211.0,2021-08-06
COL,0.63,321583.0,2021-08-09
COL,0.58,293082.0,2021-08-16
COL,0.56,285812.0,2021-08-23
COL,0.5,254740.0,2021-08-30
COL,0.41,208440.0,2021-09-06
COL,0.39,196564.0,2021-09-13
COL,0.36,181004.0,2021-09-20
COL,0.34,171840.0,2021-10-03
COL,0.38,192757.0,2021-10-10
COL,0.42,211308.0,2021-10-16
COL,0.43,216698.0,2021-10-20
COL,0.42,214415.0,2021-10-25
COL,0.44,221537.0,2021-11-07
COL,0.47,237701.0,2021-11-12
COL,0.54,274102.0,2021-11-21
COL,0.7,356310.0,2021-11-26
COL,0.69,350905.0,2021-12-03
COL,0.67,339464.0,2021-12-06
COL,0.69,348838.0,2021-12-17
COL,0.6,304954.0,2021-12-20
COL,0.52,267026.0,2021-12-27
COL,0.44,224963.0,2022-01-03
COL,0.41,206297.0,2022-01-10
COL,0.43,217168.0,2022-01-21
COL,0.46,232323.0,2022-01-30
COL,0.48,243629.0,2022-02-04
COL,0.48,242889.0,2022-02-07
COL,0.46,235531.0,2022-02-14
COL,0.43,220130.0,2022-02-21
COL,0.4,201201.0,2022-02-28
COL,0.35,178583.0,2022-03-07
COL,0.3,154614.0,2022-03-14
COL,0.25,128876.0,2022-03-21
COL,0.22,112577.0,2022-03-28
COL,0.21,105143.0,2022-04-04
COL,0.18,90589.0,2022-04-11
COL,0.16,79590.0,2022-04-18
COL,0.14,70863.0,2022-04-25
COL,0.11,56276.0,2022-05-02
COL,0.13,64929.0,2022-05-12
COL,0.12,60750.0,2022-05-16
COL,0.09,47181.0,2022-05-23
COL,0.12,58619.0,2022-06-03
COL,0.12,59324.0,2022-06-12
COL,0.14,69230.0,2022-06-18
COL,0.15,75010.0,2022-06-22
COL,0.13,64113.0,2022-06-27
COL,0.08,42034.0,2022-07-04
COL,0.07,36359.0,2022-07-11
COL,0.08,38729.0,2022-07-24
COL,0.09,43612.0,2022-07-27
COL,0.08,40377.0,2022-08-01
COL,0.05,27393.0,2022-08-08
COL,0.06,28791.0,2022-08-19
COL,0.05,23907.0,2022-08-22
COL,0.03,17395.0,2022-08-29
COL,0.03,17395.0,2022-09-05
COL,0.02,9940.0,2022-09-12
COL,0.07,35953.0,2022-09-23
COL,0.08,38209.0,2022-09-26
COL,0.09,44225.0,2022-10-09
COL,0.1,48737.0,2022-10-12
COL,0.07,37950.0,2022-10-17
COL,0.04,18661.0,2022-10-24
COL,0.04,19006.0,2022-10-31
COL,0.04,18223.0,2022-11-07
COL,0.03,12831.0,2022-11-14
COL,0.03,13110.0,2022-11-22
COL,0.03,13394.0,2022-11-28
COL,0.02,10817.0,2022-12-05
COL,0.03,13136.0,2022-12-16
COL,0.02,11176.0,2022-12-19
COL,0.02,10191.0,2022-12-26
COL,0.02,12320.0,2023-01-02
COL,0.02,11814.0,2023-01-09
COL,0.02,9995.0,2023-01-16
COL,0.02,8406.0,2023-01-23
COL,0.01,7354.0,2023-01-30
COL,0.01,5030.0,2023-02-06
COL,0.01,5043.0,2023-02-13
COL,0.01,4897.0,2023-02-20
COL,0.01,2668.0,2023-02-27
COL,0.01,2668.0,2023-03-06
COL,0.02,7892.0,2023-04-07
COL,0.02,7892.0,2023-04-10
COL,0.02,7892.0,2023-04-17
COL,0.02,7892.0,2023-04-24
