iso,dvr_4wk_td_per,dvr_4wk_td,date
ABW,0.16,167.0,2021-02-21
ABW,0.36,384.0,2021-02-28
ABW,0.49,522.0,2021-03-05
ABW,0.45,483.0,2021-03-08
ABW,0.53,564.0,2021-03-21
ABW,0.64,682.0,2021-03-28
ABW,0.71,762.0,2021-04-04
ABW,0.91,975.0,2021-04-11
ABW,1.19,1274.0,2021-04-18
ABW,1.41,1507.0,2021-04-25
ABW,1.54,1639.0,2021-04-30
ABW,1.5,1603.0,2021-05-03
ABW,1.35,1441.0,2021-05-10
ABW,1.17,1253.0,2021-05-17
ABW,1.24,1319.0,2021-05-29
ABW,1.26,1344.0,2021-06-04
ABW,1.21,1287.0,2021-06-07
ABW,1.03,1100.0,2021-06-14
ABW,0.71,753.0,2021-06-21
ABW,0.41,437.0,2021-06-28
ABW,0.39,414.0,2021-07-08
ABW,0.37,400.0,2021-07-12
ABW,0.34,364.0,2021-07-19
ABW,0.33,353.0,2021-07-26
ABW,0.31,335.0,2021-08-02
ABW,0.28,296.0,2021-08-09
ABW,0.3,318.0,2021-08-22
ABW,0.34,366.0,2021-08-27
ABW,0.34,363.0,2021-08-30
ABW,0.32,347.0,2021-09-06
ABW,0.34,361.0,2021-09-16
ABW,0.31,326.0,2021-09-20
ABW,0.25,269.0,2021-09-27
ABW,0.24,256.0,2021-10-04
ABW,0.19,206.0,2021-10-11
ABW,0.14,145.0,2021-10-18
ABW,0.12,124.0,2021-10-25
ABW,0.1,104.0,2021-11-01
ABW,0.09,92.0,2021-11-08
ABW,0.07,80.0,2021-11-15
ABW,0.08,81.0,2021-11-24
ABW,0.07,76.0,2021-11-29
ABW,0.06,65.0,2021-12-06
ABW,0.06,60.0,2021-12-13
ABW,0.05,55.0,2021-12-20
ABW,0.06,59.0,2021-12-27
ABW,0.06,62.0,2022-01-03
ABW,0.08,81.0,2022-01-13
ABW,0.07,77.0,2022-01-17
ABW,0.09,91.0,2022-01-27
ABW,0.09,97.0,2022-01-31
ABW,0.08,87.0,2022-02-07
ABW,0.09,91.0,2022-02-18
ABW,0.07,76.0,2022-02-21
ABW,0.05,54.0,2022-02-28
ABW,0.06,60.0,2022-03-10
ABW,0.05,50.0,2022-03-14
ABW,0.04,38.0,2022-03-22
ABW,0.05,48.0,2022-04-01
ABW,0.05,48.0,2022-04-09
ABW,0.05,49.0,2022-04-11
ABW,0.04,47.0,2022-04-18
ABW,0.04,39.0,2022-04-25
ABW,0.03,33.0,2022-05-02
ABW,0.03,30.0,2022-05-09
ABW,0.03,28.0,2022-05-16
ABW,0.03,28.0,2022-05-23
ABW,0.03,28.0,2022-05-30
ABW,0.03,29.0,2022-06-06
ABW,0.03,30.0,2022-06-13
ABW,0.03,30.0,2022-06-20
ABW,0.03,29.0,2022-06-27
ABW,0.02,26.0,2022-07-04
ABW,0.02,23.0,2022-07-11
ABW,0.02,22.0,2022-07-18
ABW,0.02,22.0,2022-07-25
ABW,0.02,22.0,2022-08-01
ABW,0.02,20.0,2022-08-08
ABW,0.02,18.0,2022-08-15
ABW,0.02,16.0,2022-08-22
ABW,0.01,14.0,2022-08-29
ABW,0.01,12.0,2022-09-05
ABW,0.01,12.0,2022-09-12
ABW,0.01,11.0,2022-09-19
ABW,0.01,11.0,2022-09-26
ABW,0.01,10.0,2022-10-03
ABW,0.01,10.0,2022-10-10
ABW,0.01,10.0,2022-10-17
ABW,0.01,10.0,2022-10-24
ABW,0.01,10.0,2022-10-31
ABW,0.01,9.0,2022-11-07
ABW,0.01,9.0,2022-11-14
ABW,0.01,9.0,2022-11-21
ABW,0.01,8.0,2022-11-28
ABW,0.01,8.0,2022-12-05
ABW,0.01,7.0,2022-12-12
ABW,0.01,6.0,2022-12-19
ABW,0.01,5.0,2022-12-26
ABW,0.41,436.0,2023-02-05
ABW,1.42,1513.0,2023-02-10
ABW,1.42,1513.0,2023-02-13
ABW,1.42,1512.0,2023-02-20
ABW,1.42,1512.0,2023-02-27
ABW,0.81,866.0,2023-03-06
AFG,0.01,1954.0,2021-04-04
AFG,0.01,2079.0,2021-04-05
AFG,0.01,3801.0,2021-04-12
AFG,0.02,6214.0,2021-04-20
AFG,0.03,9959.0,2021-04-30
AFG,0.03,10914.0,2021-05-03
AFG,0.03,12475.0,2021-05-10
AFG,0.03,11409.0,2021-05-17
AFG,0.03,9897.0,2021-05-24
AFG,0.02,7731.0,2021-05-31
AFG,0.01,5161.0,2021-06-07
AFG,0.02,5941.0,2021-06-19
AFG,0.02,6415.0,2021-06-21
AFG,0.03,9750.0,2021-07-04
AFG,0.03,9878.0,2021-07-05
AFG,0.03,11456.0,2021-07-12
AFG,0.03,12583.0,2021-07-19
AFG,0.05,17975.0,2021-07-30
AFG,0.07,25857.0,2021-08-08
AFG,0.07,28016.0,2021-08-09
AFG,0.07,27958.0,2021-08-16
AFG,0.07,26566.0,2021-08-23
AFG,0.05,17872.0,2021-08-30
AFG,0.04,13741.0,2021-09-11
AFG,0.04,14539.0,2021-09-13
AFG,0.04,14303.0,2021-09-20
AFG,0.04,13992.0,2021-09-27
AFG,0.03,10709.0,2021-10-04
AFG,0.03,10693.0,2021-10-17
AFG,0.05,17867.0,2021-10-23
AFG,0.09,33138.0,2021-10-30
AFG,0.13,49027.0,2021-11-04
AFG,0.13,50720.0,2021-11-08
AFG,0.13,49313.0,2021-11-15
AFG,0.12,46912.0,2021-11-22
AFG,0.09,35628.0,2021-11-29
AFG,0.05,18652.0,2021-12-06
AFG,0.04,14853.0,2021-12-13
AFG,0.03,11084.0,2021-12-20
AFG,0.04,13921.0,2022-01-02
AFG,0.04,14583.0,2022-01-03
AFG,0.04,14655.0,2022-01-10
AFG,0.04,15559.0,2022-01-17
AFG,0.03,13269.0,2022-01-24
AFG,0.03,10092.0,2022-02-03
AFG,0.03,11026.0,2022-02-07
AFG,0.03,12009.0,2022-02-14
AFG,0.04,14117.0,2022-02-23
AFG,0.04,14673.0,2022-02-28
AFG,0.04,13637.0,2022-03-07
AFG,0.03,12545.0,2022-03-14
AFG,0.03,11875.0,2022-03-21
AFG,0.03,9823.0,2022-03-28
AFG,0.03,9781.0,2022-04-04
AFG,0.02,8550.0,2022-04-11
AFG,0.02,7103.0,2022-04-18
AFG,0.02,6244.0,2022-04-25
AFG,0.01,4888.0,2022-05-02
AFG,0.01,4129.0,2022-05-09
AFG,0.01,4257.0,2022-05-16
AFG,0.02,5840.0,2022-05-27
AFG,0.02,6952.0,2022-06-02
AFG,0.02,7285.0,2022-06-06
AFG,0.02,8022.0,2022-06-13
AFG,0.02,8478.0,2022-06-20
AFG,0.02,8525.0,2022-06-27
AFG,0.02,8235.0,2022-07-04
AFG,0.03,10298.0,2022-07-13
AFG,0.14,54574.0,2022-07-19
AFG,0.21,83114.0,2022-07-31
AFG,0.31,118991.0,2022-08-07
AFG,0.41,159449.0,2022-08-09
AFG,0.36,140027.0,2022-08-15
AFG,0.31,121071.0,2022-08-22
AFG,0.23,91339.0,2022-08-29
AFG,0.11,42438.0,2022-09-05
AFG,0.05,18498.0,2022-09-12
AFG,0.04,15303.0,2022-09-19
AFG,0.03,12071.0,2022-09-26
AFG,0.03,11231.0,2022-10-03
AFG,0.02,7631.0,2022-10-10
AFG,0.02,6158.0,2022-10-19
AFG,0.02,6656.0,2022-10-24
AFG,0.02,6387.0,2022-10-31
AFG,0.02,7933.0,2022-11-07
AFG,0.02,7846.0,2022-11-14
AFG,0.02,7624.0,2022-11-21
AFG,0.02,6352.0,2022-11-28
AFG,0.01,4803.0,2022-12-05
AFG,0.02,6578.0,2022-12-14
AFG,0.02,6339.0,2022-12-22
AFG,0.02,6796.0,2022-12-26
AFG,0.02,7137.0,2023-01-02
AFG,0.02,7301.0,2023-01-09
AFG,0.02,7084.0,2023-01-16
AFG,0.02,7264.0,2023-01-23
AFG,0.02,6881.0,2023-01-30
AFG,0.02,7083.0,2023-02-06
AFG,0.09,33253.0,2023-02-19
AFG,0.19,73534.0,2023-02-26
AFG,0.3,115427.0,2023-03-05
AFG,0.32,123010.0,2023-03-11
AFG,0.32,123965.0,2023-03-13
AFG,0.26,99944.0,2023-03-20
AFG,0.14,56428.0,2023-03-27
AFG,0.05,20908.0,2023-04-03
AFG,0.04,14632.0,2023-04-10
AFG,0.03,10653.0,2023-04-17
AFG,0.03,12328.0,2023-04-24
AFG,0.03,11270.0,2023-05-01
AFG,0.03,10515.0,2023-05-08
AFG,0.06,22794.0,2023-05-21
AFG,0.14,52888.0,2023-05-26
AFG,0.22,87379.0,2023-06-04
AFG,0.27,103650.0,2023-06-10
AFG,0.27,104225.0,2023-06-12
AGO,0.01,1904.0,2021-03-19
AGO,0.01,2670.0,2021-03-22
AGO,0.02,5023.0,2021-04-01
AGO,0.02,5562.0,2021-04-05
AGO,0.03,8423.0,2021-04-17
AGO,0.03,10559.0,2021-04-19
AGO,0.04,11811.0,2021-05-01
AGO,0.04,12430.0,2021-05-03
AGO,0.05,16454.0,2021-05-12
AGO,0.04,11778.0,2021-05-18
AGO,0.05,14883.0,2021-05-26
AGO,0.06,18732.0,2021-06-05
AGO,0.06,20577.0,2021-06-07
AGO,0.07,22603.0,2021-06-15
AGO,0.07,22706.0,2021-06-21
AGO,0.06,20681.0,2021-06-28
AGO,0.05,15121.0,2021-07-05
AGO,0.04,11985.0,2021-07-12
AGO,0.02,7115.0,2021-07-19
AGO,0.02,5035.0,2021-07-31
AGO,0.02,5559.0,2021-08-02
AGO,0.02,5069.0,2021-08-10
AGO,0.03,8528.0,2021-08-22
AGO,0.04,11779.0,2021-08-27
AGO,0.06,18243.0,2021-09-04
AGO,0.09,28449.0,2021-09-12
AGO,0.11,35213.0,2021-09-17
AGO,0.12,38511.0,2021-09-24
AGO,0.14,44605.0,2021-09-30
AGO,0.19,61781.0,2021-10-10
AGO,0.25,81347.0,2021-10-17
AGO,0.3,97546.0,2021-10-21
AGO,0.32,103942.0,2021-10-26
AGO,0.33,107057.0,2021-11-07
AGO,0.34,110329.0,2021-11-11
AGO,0.32,104117.0,2021-11-15
AGO,0.32,103882.0,2021-11-25
AGO,0.33,107159.0,2021-11-29
AGO,0.29,93972.0,2021-12-06
AGO,0.28,91489.0,2021-12-13
AGO,0.27,87509.0,2021-12-20
AGO,0.21,67987.0,2021-12-27
AGO,0.18,60579.0,2022-01-03
AGO,0.18,58556.0,2022-01-15
AGO,0.27,87919.0,2022-01-23
AGO,0.34,110911.0,2022-01-28
AGO,0.34,112315.0,2022-01-31
AGO,0.33,109845.0,2022-02-07
AGO,0.3,97416.0,2022-02-14
AGO,0.23,76254.0,2022-02-21
AGO,0.18,60024.0,2022-02-28
AGO,0.16,51490.0,2022-03-07
AGO,0.14,46029.0,2022-03-14
AGO,0.13,42507.0,2022-03-21
AGO,0.11,36604.0,2022-03-28
AGO,0.09,29250.0,2022-04-04
AGO,0.06,20593.0,2022-04-11
AGO,0.04,13249.0,2022-04-18
AGO,0.03,9763.0,2022-04-25
AGO,0.03,9414.0,2022-05-02
AGO,0.07,21613.0,2022-05-14
AGO,0.07,23646.0,2022-05-16
AGO,0.12,37847.0,2022-05-29
AGO,0.12,37937.0,2022-05-30
AGO,0.11,36858.0,2022-06-06
AGO,0.12,38564.0,2022-06-18
AGO,0.16,51456.0,2022-06-26
AGO,0.19,61707.0,2022-07-03
AGO,0.19,61615.0,2022-07-04
AGO,0.18,60170.0,2022-07-11
AGO,0.16,51709.0,2022-07-18
AGO,0.1,33046.0,2022-07-25
AGO,0.1,31894.0,2022-08-01
AGO,0.1,31851.0,2022-08-14
AGO,0.1,31370.0,2022-08-15
AGO,0.08,27491.0,2022-08-22
AGO,0.07,21902.0,2022-08-29
AGO,0.07,22602.0,2022-09-05
AGO,0.04,13599.0,2022-09-12
AGO,0.04,12045.0,2022-09-19
AGO,0.04,11523.0,2022-09-29
AGO,0.04,11630.0,2022-10-03
AGO,0.04,11508.0,2022-10-10
AGO,0.04,12715.0,2022-10-17
AGO,0.04,13291.0,2022-10-24
AGO,0.04,13191.0,2022-10-31
AGO,0.04,13640.0,2022-11-07
AGO,0.04,12582.0,2022-11-14
AGO,0.04,11507.0,2022-11-22
AGO,0.04,12526.0,2022-11-28
AGO,0.04,13919.0,2022-12-05
AGO,0.05,14998.0,2022-12-12
AGO,0.06,18311.0,2022-12-23
AGO,0.06,18393.0,2022-12-26
AGO,0.05,14797.0,2023-01-02
AGO,0.04,12071.0,2023-01-09
AGO,0.03,9104.0,2023-01-16
AGO,0.02,5355.0,2023-01-23
AGO,0.02,5734.0,2023-01-30
AGO,0.02,5734.0,2023-02-06
AGO,0.02,5734.0,2023-02-13
AGO,0.05,16014.0,2023-02-26
AGO,0.05,16273.0,2023-02-27
AGO,0.06,18133.0,2023-03-06
AGO,0.07,21622.0,2023-03-17
AGO,0.06,20967.0,2023-03-20
AGO,0.04,13035.0,2023-03-27
AGO,0.04,12847.0,2023-04-03
AGO,0.04,12357.0,2023-04-10
AGO,0.04,11780.0,2023-04-17
AGO,0.04,12675.0,2023-04-24
AGO,0.04,12916.0,2023-05-01
AGO,0.04,12833.0,2023-05-08
AGO,0.04,12516.0,2023-05-15
AGO,0.04,11743.0,2023-05-22
AGO,0.03,11195.0,2023-05-29
AGO,0.04,11632.0,2023-06-06
AGO,0.04,13051.0,2023-06-12
ALB,0.01,155.0,2021-01-31
ALB,0.01,170.0,2021-02-01
ALB,0.01,249.0,2021-02-08
ALB,0.02,438.0,2021-02-20
ALB,0.02,469.0,2021-02-22
ALB,0.02,485.0,2021-03-01
ALB,0.02,485.0,2021-03-08
ALB,0.02,485.0,2021-03-15
ALB,0.1,2745.0,2021-03-28
ALB,0.17,4841.0,2021-04-04
ALB,0.24,6936.0,2021-04-11
ALB,0.31,8866.0,2021-04-18
ALB,0.32,9149.0,2021-04-25
ALB,0.43,12276.0,2021-05-02
ALB,0.48,13685.0,2021-05-09
ALB,0.48,13710.0,2021-05-10
ALB,0.48,13763.0,2021-05-17
ALB,0.44,12579.0,2021-05-24
ALB,0.32,9070.0,2021-05-31
ALB,0.24,6925.0,2021-06-07
ALB,0.21,6027.0,2021-06-14
ALB,0.2,5866.0,2021-06-21
ALB,0.22,6210.0,2021-07-02
ALB,0.22,6399.0,2021-07-05
ALB,0.23,6493.0,2021-07-16
ALB,0.25,7075.0,2021-07-24
ALB,0.27,7652.0,2021-07-31
ALB,0.3,8576.0,2021-08-08
ALB,0.32,9085.0,2021-08-15
ALB,0.31,9025.0,2021-08-16
ALB,0.31,8828.0,2021-08-25
ALB,0.34,9672.0,2021-09-04
ALB,0.35,9977.0,2021-09-09
ALB,0.35,10090.0,2021-09-13
ALB,0.34,9744.0,2021-09-20
ALB,0.31,8905.0,2021-09-27
ALB,0.28,8028.0,2021-10-04
ALB,0.24,7037.0,2021-10-11
ALB,0.23,6673.0,2021-10-18
ALB,0.21,6063.0,2021-10-25
ALB,0.2,5697.0,2021-11-01
ALB,0.18,5231.0,2021-11-08
ALB,0.17,4951.0,2021-11-15
ALB,0.16,4653.0,2021-11-22
ALB,0.13,3639.0,2021-11-29
ALB,0.17,4793.0,2021-12-12
ALB,0.31,8927.0,2021-12-19
ALB,0.4,11582.0,2021-12-26
ALB,0.43,12234.0,2021-12-31
ALB,0.43,12411.0,2022-01-03
ALB,0.4,11483.0,2022-01-10
ALB,0.31,8816.0,2022-01-17
ALB,0.28,8098.0,2022-01-24
ALB,0.28,8048.0,2022-01-31
ALB,0.25,7157.0,2022-02-07
ALB,0.21,6179.0,2022-02-14
ALB,0.16,4732.0,2022-02-21
ALB,0.14,3927.0,2022-02-28
ALB,0.12,3359.0,2022-03-07
ALB,0.1,2756.0,2022-03-14
ALB,0.09,2449.0,2022-03-21
ALB,0.08,2225.0,2022-03-28
ALB,0.07,2032.0,2022-04-04
ALB,0.06,1803.0,2022-04-11
ALB,0.06,1783.0,2022-04-18
ALB,0.06,1665.0,2022-04-25
ALB,0.04,1268.0,2022-05-02
ALB,0.03,815.0,2022-05-09
ALB,0.04,1037.0,2022-05-22
ALB,0.04,1068.0,2022-05-23
ALB,0.05,1296.0,2022-05-30
ALB,0.06,1616.0,2022-06-07
ALB,0.06,1697.0,2022-06-13
ALB,0.04,1160.0,2022-06-20
ALB,0.04,1146.0,2022-06-27
ALB,0.04,1055.0,2022-07-04
ALB,0.04,1014.0,2022-07-11
ALB,0.03,997.0,2022-07-18
ALB,0.03,999.0,2022-07-25
ALB,0.03,990.0,2022-08-01
ALB,0.03,933.0,2022-08-08
ALB,0.03,855.0,2022-08-15
ALB,0.03,781.0,2022-08-22
ALB,0.03,732.0,2022-08-29
ALB,0.03,722.0,2022-09-05
ALB,0.02,680.0,2022-09-12
ALB,0.02,639.0,2022-09-19
ALB,0.02,605.0,2022-09-26
ALB,0.02,589.0,2022-10-03
ALB,0.02,605.0,2022-10-10
ALB,0.02,623.0,2022-10-17
ALB,0.02,651.0,2022-10-24
ALB,0.02,672.0,2022-10-31
ALB,0.02,693.0,2022-11-07
ALB,0.02,702.0,2022-11-14
ALB,0.02,635.0,2022-11-21
ALB,0.02,568.0,2022-11-28
ALB,0.02,536.0,2022-12-05
ALB,0.02,515.0,2022-12-12
ALB,0.02,560.0,2022-12-19
ALB,0.02,599.0,2022-12-26
ALB,0.02,603.0,2023-01-02
ALB,0.02,608.0,2023-01-09
ALB,0.02,617.0,2023-01-16
ALB,0.02,594.0,2023-01-23
ALB,0.02,570.0,2023-01-30
ALB,0.02,537.0,2023-02-06
ALB,0.02,450.0,2023-02-13
ALB,0.01,396.0,2023-02-20
ALB,0.01,341.0,2023-02-27
ALB,0.01,294.0,2023-03-06
ALB,0.01,294.0,2023-03-13
ALB,0.01,293.0,2023-03-20
ALB,0.01,284.0,2023-03-27
ALB,0.01,274.0,2023-04-03
ALB,0.01,260.0,2023-04-10
ALB,0.01,222.0,2023-04-17
ALB,0.01,193.0,2023-04-24
ALB,0.01,163.0,2023-05-01
AND,0.07,51.0,2021-01-23
AND,0.08,59.0,2021-01-26
AND,0.08,63.0,2021-02-01
AND,0.08,65.0,2021-02-08
AND,0.09,66.0,2021-02-15
AND,0.1,78.0,2021-02-28
AND,0.14,106.0,2021-03-06
AND,0.24,184.0,2021-03-14
AND,0.35,268.0,2021-03-21
AND,0.38,291.0,2021-03-26
AND,0.38,291.0,2021-03-29
AND,0.47,365.0,2021-04-11
AND,0.72,560.0,2021-04-18
AND,0.76,591.0,2021-04-19
AND,0.76,589.0,2021-04-26
AND,0.75,578.0,2021-05-03
AND,0.59,453.0,2021-05-10
AND,0.27,211.0,2021-05-17
AND,0.33,251.0,2021-05-30
AND,0.45,351.0,2021-06-06
AND,0.87,671.0,2021-06-13
AND,1.43,1105.0,2021-06-20
AND,1.5,1158.0,2021-06-27
AND,1.47,1138.0,2021-06-28
AND,1.28,988.0,2021-07-05
AND,1.0,773.0,2021-07-12
AND,0.78,606.0,2021-07-19
AND,0.75,576.0,2021-07-31
AND,0.75,578.0,2021-08-02
AND,0.69,532.0,2021-08-09
AND,0.51,393.0,2021-08-16
AND,0.47,366.0,2021-08-23
AND,0.43,336.0,2021-08-30
AND,0.37,289.0,2021-09-06
AND,0.32,245.0,2021-09-13
AND,0.28,217.0,2021-09-20
AND,0.25,194.0,2021-09-27
AND,0.24,189.0,2021-10-04
AND,0.2,157.0,2021-10-11
AND,0.16,125.0,2021-10-18
AND,0.12,93.0,2021-10-25
AND,0.08,65.0,2021-11-01
AND,0.08,62.0,2021-11-08
AND,0.08,60.0,2021-11-15
AND,0.07,57.0,2021-11-22
AND,0.07,54.0,2021-11-29
AND,0.48,372.0,2021-12-12
AND,0.5,384.0,2021-12-18
AND,0.52,400.0,2021-12-26
AND,0.78,603.0,2022-01-02
AND,0.76,586.0,2022-01-03
AND,0.88,677.0,2022-01-16
AND,1.06,820.0,2022-01-23
AND,1.03,793.0,2022-01-24
AND,0.79,608.0,2022-01-31
AND,0.55,421.0,2022-02-07
AND,0.51,396.0,2022-02-20
AND,0.51,393.0,2022-02-21
AND,0.48,370.0,2022-02-28
AND,0.45,349.0,2022-03-07
AND,0.38,297.0,2022-03-14
AND,0.04,28.0,2022-03-21
AND,0.03,23.0,2022-03-28
AND,0.02,16.0,2022-04-04
AND,0.01,11.0,2022-04-11
AND,0.01,10.0,2022-04-18
AND,0.02,12.0,2022-04-26
AND,0.02,16.0,2022-05-02
AND,0.02,18.0,2022-05-09
AND,0.02,18.0,2022-05-16
AND,0.02,18.0,2022-05-23
AND,0.02,13.0,2022-05-30
AND,0.02,12.0,2022-06-06
AND,0.01,10.0,2022-06-13
AND,0.01,10.0,2022-06-20
AND,0.01,11.0,2022-06-27
AND,0.02,12.0,2022-07-04
AND,0.02,13.0,2022-07-11
AND,0.02,12.0,2022-07-18
AND,0.02,12.0,2022-07-25
AND,0.02,13.0,2022-08-01
AND,0.02,13.0,2022-08-08
AND,0.02,13.0,2022-08-15
AND,0.02,13.0,2022-08-22
AND,0.02,12.0,2022-08-29
AND,0.01,10.0,2022-09-05
AND,0.01,8.0,2022-09-12
AND,0.01,6.0,2022-09-19
AND,0.01,4.0,2022-09-26
AND,0.02,13.0,2022-11-19
AND,0.04,28.0,2022-11-27
AND,0.05,35.0,2022-12-01
AND,0.07,52.0,2022-12-10
AND,0.07,54.0,2022-12-12
AND,0.07,52.0,2022-12-19
AND,0.05,42.0,2022-12-26
AND,0.04,32.0,2023-01-02
AND,0.03,21.0,2023-01-09
AND,0.02,12.0,2023-01-16
AND,0.02,12.0,2023-01-23
AND,0.02,12.0,2023-01-30
AND,0.01,11.0,2023-02-06
AND,0.01,9.0,2023-02-13
AND,0.01,8.0,2023-02-20
AND,0.01,7.0,2023-02-27
AND,0.01,5.0,2023-03-06
AND,0.01,4.0,2023-03-13
ARE,0.77,75853.0,2021-01-01
ARE,0.78,76731.0,2021-01-06
ARE,0.81,80067.0,2021-01-11
ARE,0.81,80067.0,2021-01-18
ARE,0.81,80067.0,2021-01-25
ARE,0.81,80067.0,2021-02-01
ARE,0.81,80067.0,2021-02-08
ARE,0.81,80067.0,2021-02-15
ARE,0.8,79478.0,2021-02-23
ARE,0.76,74946.0,2021-03-01
ARE,0.64,63775.0,2021-03-08
ARE,0.61,60415.0,2021-03-21
ARE,0.7,69450.0,2021-03-28
ARE,0.83,81908.0,2021-04-04
ARE,0.89,87796.0,2021-04-11
ARE,0.89,87773.0,2021-04-12
ARE,0.84,83265.0,2021-04-19
ARE,0.77,76218.0,2021-04-26
ARE,0.78,76853.0,2021-05-09
ARE,0.78,76729.0,2021-05-11
ARE,0.66,65020.0,2021-05-17
ARE,0.79,77915.0,2021-05-30
ARE,0.81,79707.0,2021-06-03
ARE,0.86,84656.0,2021-06-13
ARE,0.86,84656.0,2021-06-16
ARE,0.85,84143.0,2021-06-21
ARE,0.82,80797.0,2021-06-28
ARE,0.83,82275.0,2021-07-06
ARE,0.79,78372.0,2021-07-13
ARE,0.69,68380.0,2021-07-19
ARE,0.53,52723.0,2021-07-27
ARE,0.47,46350.0,2021-08-02
ARE,0.42,41753.0,2021-08-09
ARE,0.43,42413.0,2021-08-22
ARE,0.46,45138.0,2021-08-26
ARE,0.47,46036.0,2021-09-01
ARE,0.54,53601.0,2021-09-12
ARE,0.63,62319.0,2021-09-19
ARE,0.65,64654.0,2021-09-22
ARE,0.65,63801.0,2021-09-28
ARE,0.65,63897.0,2021-10-04
ARE,0.54,53666.0,2021-10-11
ARE,0.45,44152.0,2021-10-18
ARE,0.38,37436.0,2021-10-25
ARE,0.34,33724.0,2021-11-01
ARE,0.32,32081.0,2021-11-08
ARE,0.31,30311.0,2021-11-15
ARE,0.29,28958.0,2021-11-22
ARE,0.24,23995.0,2021-11-29
ARE,0.22,21407.0,2021-12-06
ARE,0.22,22080.0,2021-12-13
ARE,0.23,22359.0,2021-12-24
ARE,0.26,25362.0,2021-12-30
ARE,0.27,26379.0,2022-01-05
ARE,0.29,28549.0,2022-01-16
ARE,0.3,29325.0,2022-01-22
ARE,0.3,29389.0,2022-01-26
ARE,0.31,30812.0,2022-02-01
ARE,0.3,29757.0,2022-02-07
ARE,0.29,28407.0,2022-02-16
ARE,0.25,24618.0,2022-02-21
ARE,0.22,21613.0,2022-03-01
ARE,0.19,18656.0,2022-03-07
ARE,0.16,16204.0,2022-03-14
ARE,0.15,14525.0,2022-03-25
ARE,0.14,13374.0,2022-03-28
ARE,0.11,10739.0,2022-04-04
ARE,0.09,8538.0,2022-04-11
ARE,0.08,7778.0,2022-04-18
ARE,0.05,5196.0,2022-04-25
ARE,0.05,5106.0,2022-05-08
ARE,0.07,6545.0,2022-05-15
ARE,0.08,7546.0,2022-05-21
ARE,0.1,9772.0,2022-05-26
ARE,0.1,9799.0,2022-05-30
ARE,0.06,6224.0,2022-06-06
ARE,0.04,3584.0,2022-06-13
ARE,0.02,2310.0,2022-06-20
ARE,0.01,691.0,2022-06-27
ARG,0.02,8738.0,2021-01-01
ARG,0.02,9986.0,2021-01-04
ARG,0.02,10818.0,2021-01-11
ARG,0.02,11095.0,2021-01-18
ARG,0.03,11301.0,2021-01-26
ARG,0.03,11740.0,2021-02-01
ARG,0.03,13267.0,2021-02-08
ARG,0.03,13987.0,2021-02-15
ARG,0.05,21661.0,2021-02-27
ARG,0.08,33902.0,2021-03-06
ARG,0.13,57034.0,2021-03-14
ARG,0.18,81097.0,2021-03-19
ARG,0.2,89523.0,2021-03-27
ARG,0.23,101960.0,2021-04-04
ARG,0.24,107162.0,2021-04-08
ARG,0.25,110844.0,2021-04-13
ARG,0.27,120143.0,2021-04-24
ARG,0.28,125344.0,2021-04-28
ARG,0.29,128909.0,2021-05-04
ARG,0.29,129455.0,2021-05-16
ARG,0.32,145191.0,2021-05-21
ARG,0.33,149894.0,2021-05-30
ARG,0.41,185166.0,2021-06-06
ARG,0.5,223722.0,2021-06-12
ARG,0.55,248174.0,2021-06-20
ARG,0.6,270944.0,2021-06-26
ARG,0.63,283427.0,2021-07-02
ARG,0.66,296076.0,2021-07-11
ARG,0.72,324913.0,2021-07-17
ARG,0.75,338163.0,2021-07-23
ARG,0.78,351309.0,2021-08-01
ARG,0.79,355106.0,2021-08-04
ARG,0.77,348161.0,2021-08-09
ARG,0.76,342480.0,2021-08-22
ARG,0.78,350936.0,2021-08-26
ARG,0.79,354962.0,2021-09-01
ARG,0.79,356086.0,2021-09-06
ARG,0.79,354950.0,2021-09-17
ARG,0.76,345431.0,2021-09-20
ARG,0.7,318518.0,2021-09-27
ARG,0.64,290102.0,2021-10-04
ARG,0.59,266013.0,2021-10-11
ARG,0.57,255392.0,2021-10-21
ARG,0.59,265484.0,2021-10-28
ARG,0.6,270926.0,2021-11-06
ARG,0.63,283116.0,2021-11-12
ARG,0.62,280293.0,2021-11-15
ARG,0.58,263641.0,2021-11-22
ARG,0.61,274487.0,2021-12-03
ARG,0.61,273588.0,2021-12-06
ARG,0.59,267498.0,2021-12-13
ARG,0.66,296387.0,2021-12-26
ARG,0.68,308988.0,2021-12-27
ARG,0.62,278851.0,2022-01-09
ARG,0.69,310768.0,2022-01-16
ARG,0.75,336963.0,2022-01-21
ARG,0.77,345937.0,2022-01-29
ARG,0.79,356452.0,2022-02-03
ARG,0.77,347220.0,2022-02-07
ARG,0.7,315412.0,2022-02-14
ARG,0.6,272457.0,2022-02-21
ARG,0.5,224191.0,2022-02-28
ARG,0.4,180857.0,2022-03-07
ARG,0.33,148484.0,2022-03-14
ARG,0.28,125007.0,2022-03-21
ARG,0.24,109664.0,2022-03-28
ARG,0.22,98634.0,2022-04-04
ARG,0.19,85059.0,2022-04-11
ARG,0.16,70312.0,2022-04-18
ARG,0.14,62567.0,2022-04-25
ARG,0.17,75018.0,2022-05-08
ARG,0.21,95271.0,2022-05-15
ARG,0.25,111030.0,2022-05-21
